StudentID,Arkonian Warfare Tactics,ExoGenetics Evolution,Transdimensional Navigation,Warp Field Theory,Dark Matter Biophysics,Zarnithian Philosophy,Drakthon Linguistics,Xynthium Material Sciences,Hyperspace Topology,Helio-Bio Interface,Luminarian Art Theory,Stellar Cartography,Chrono-Kinetics,Technotronic Linguistic Fusion,Cybernetic Ethics,Nebulon Astrophysics,Quasar Dynamics,Glacial Holo-Architecture,Aether Resonance,Gravix Planetary Studies,Vortex Quantum Mechanics,Holo-Temporal Engineering,Psi-Energy Manipulation,Plasmawave Analysis,Neutronia Metallurgy,Syntho-Chemical Engineering,Sublight Propulsion Systems,Krythos Biomechanics,Flux Capacitor Management,Xyloprax Computation,Yridium Power Systems,Quantum Neuro-Hacking,Zyglon Neurology
211899,8.0,9.0,NG,8.0,NG,8.0,8.0,NG,NG,9.0,7.0,NG,9.0,NG,NG,8.0,7.0,NG,NG,9.0,10.0,9.0,NG,10.0,NG,9.0,NG,9.0,9.0,9.0,8.0,NG,NG
213111,7.0,9.0,9.0,7.0,10.0,8.0,7.0,10.0,NG,8.0,7.0,8.0,8.0,NG,8.0,8.0,7.0,7.0,7.0,9.0,10.0,10.0,9.0,10.0,7.0,9.0,9.0,9.0,8.0,9.0,8.0,NG,8.0
212852,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,NG,8.0,7.0,7.0,4.0,NG,8.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,7.0,10.0,8.0,6.0,8.0,7.0,8.0,8.0,7.0,NG,8.0
212020,4.0,5.0,NG,6.0,NG,7.0,6.0,NG,NG,5.0,5.0,NG,5.0,NG,NG,6.0,6.0,NG,NG,NG,8.0,6.0,NG,6.0,NG,6.0,NG,5.0,8.0,7.0,NG,NG,NG
212602,7.0,7.0,7.0,6.0,7.0,6.0,8.0,10.0,NG,8.0,5.0,6.0,7.0,NG,5.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,NG,NG
210865,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,9.0,7.0,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,NG,NG
210201,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,NG,NG
212481,6.0,6.0,NG,6.0,NG,6.0,6.0,NG,NG,7.0,5.0,NG,4.0,NG,NG,6.0,6.0,NG,NG,5.0,7.0,7.0,NG,8.0,NG,5.0,NG,6.0,7.0,7.0,5.0,NG,NG
213102,7.0,6.0,8.0,8.0,9.0,7.0,7.0,9.0,NG,6.0,6.0,7.0,6.0,NG,8.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,9.0,7.0,6.0,8.0,6.0,8.0,9.0,6.0,NG,9.0
210630,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,NG,NG
211502,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,8.0,10.0,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,NG,NG
212424,5.0,7.0,NG,7.0,NG,8.0,7.0,NG,NG,6.0,6.0,NG,6.0,NG,NG,7.0,7.0,NG,NG,7.0,7.0,8.0,NG,8.0,NG,8.0,NG,6.0,9.0,7.0,7.0,NG,NG
212618,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,NG,6.0,6.0,7.0,7.0,NG,4.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,NG,7.0
211802,5.0,6.0,NG,7.0,NG,6.0,6.0,NG,NG,6.0,5.0,NG,4.0,NG,NG,6.0,7.0,NG,NG,NG,6.0,6.0,NG,8.0,NG,5.0,NG,5.0,7.0,6.0,NG,NG,NG
211770,6.0,7.0,NG,7.0,NG,7.0,6.0,NG,NG,8.0,6.0,NG,8.0,NG,NG,6.0,6.0,NG,NG,10.0,8.0,9.0,NG,9.0,NG,10.0,NG,8.0,7.0,7.0,8.0,NG,NG
213197,6.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,NG,8.0,6.0,7.0,6.0,NG,5.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,NG,6.0
213075,6.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,NG,9.0,8.0,8.0,8.0,NG,7.0,7.0,8.0,7.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,7.0,7.0,10.0,8.0,8.0,NG,9.0
211879,8.0,9.0,NG,8.0,NG,9.0,9.0,NG,NG,9.0,7.0,NG,5.0,NG,NG,7.0,9.0,NG,NG,6.0,8.0,8.0,NG,10.0,NG,7.0,NG,7.0,8.0,8.0,7.0,NG,NG
210860,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,9.0,8.0,NG,NG,NG,NG,NG,6.0,NG,9.0,NG,NG,NG
211897,6.0,8.0,NG,8.0,NG,8.0,7.0,NG,NG,8.0,8.0,NG,8.0,NG,NG,9.0,7.0,NG,NG,9.0,9.0,10.0,NG,9.0,NG,9.0,NG,8.0,10.0,10.0,8.0,NG,NG
210117,NG,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,5.0,6.0,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,NG,NG
213253,7.0,7.0,10.0,8.0,9.0,8.0,8.0,10.0,NG,9.0,8.0,10.0,9.0,NG,8.0,7.0,7.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0,9.0,8.0,NG,7.0
210757,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,7.0,8.0,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,NG,NG
211322,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,5.0,5.0,NG,NG,NG,NG,NG,5.0,NG,6.0,NG,NG,NG
212857,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,NG,7.0,7.0,7.0,7.0,NG,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,7.0,NG,10.0
210662,NG,NG,NG,NG,NG,9.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,7.0,9.0,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,NG,NG
210043,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,9.0,10.0,NG,NG,NG,NG,NG,10.0,NG,9.0,NG,NG,NG
210400,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,5.0,NG,8.0,NG,NG,NG
212311,6.0,7.0,NG,7.0,NG,8.0,6.0,NG,NG,7.0,7.0,NG,6.0,NG,NG,7.0,7.0,NG,NG,6.0,8.0,7.0,NG,8.0,NG,6.0,NG,7.0,8.0,7.0,7.0,NG,NG
210437,NG,NG,NG,NG,NG,7.0,4.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,5.0,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,NG,NG
212102,5.0,8.0,NG,6.0,NG,7.0,6.0,NG,NG,8.0,5.0,NG,5.0,NG,NG,7.0,6.0,NG,NG,6.0,7.0,6.0,NG,8.0,NG,7.0,NG,7.0,7.0,7.0,6.0,NG,NG
210166,NG,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,NG,NG
212010,7.0,7.0,NG,7.0,NG,8.0,7.0,NG,NG,8.0,6.0,NG,7.0,NG,NG,8.0,6.0,NG,NG,8.0,8.0,9.0,NG,9.0,NG,8.0,NG,7.0,8.0,8.0,8.0,NG,NG
210462,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,NG,NG
212696,7.0,8.0,6.0,7.0,8.0,8.0,9.0,9.0,NG,9.0,6.0,8.0,7.0,NG,6.0,8.0,8.0,7.0,7.0,9.0,7.0,7.0,9.0,9.0,8.0,9.0,8.0,7.0,9.0,7.0,6.0,NG,8.0
213254,7.0,9.0,9.0,7.0,6.0,8.0,7.0,10.0,NG,8.0,6.0,7.0,6.0,NG,6.0,7.0,8.0,7.0,7.0,9.0,8.0,8.0,7.0,10.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,NG,7.0
213107,9.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,NG,10.0,8.0,9.0,8.0,NG,8.0,10.0,8.0,10.0,7.0,9.0,10.0,8.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.0,7.0,NG,10.0
211256,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,NG,NG
210325,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,NG,NG
210982,NG,NG,NG,NG,NG,8.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,NG,NG
211165,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,NG,NG
211195,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,5.0,NG,8.0,NG,NG,NG
211275,NG,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,NG,NG
210430,NG,NG,NG,NG,NG,10.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,10.0,9.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,NG,NG
213030,7.0,9.0,8.0,7.0,8.0,9.0,8.0,9.0,NG,8.0,6.0,8.0,8.0,NG,7.0,7.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,9.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,NG,8.0
211085,NG,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,NG,NG
210670,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,10.0,10.0,NG,NG,NG,NG,NG,8.0,NG,10.0,NG,NG,NG
212108,4.0,6.0,NG,5.0,NG,6.0,6.0,NG,NG,5.0,6.0,NG,5.0,NG,NG,6.0,6.0,NG,NG,6.0,6.0,7.0,NG,7.0,NG,6.0,NG,6.0,8.0,7.0,7.0,NG,NG
211310,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,NG,NG
211224,NG,NG,NG,NG,NG,10.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,10.0,9.0,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,NG,NG
210038,NG,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,10.0,9.0,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,NG,NG
212963,7.0,8.0,9.0,9.0,9.0,8.0,10.0,10.0,NG,9.0,7.0,9.0,8.0,NG,8.0,10.0,9.0,10.0,8.0,9.0,8.0,9.0,9.0,10.0,10.0,8.0,10.0,9.0,10.0,9.0,7.0,NG,10.0
212615,5.0,7.0,NG,6.0,NG,7.0,6.0,NG,NG,7.0,6.0,NG,5.0,NG,NG,6.0,6.0,NG,6.0,7.0,6.0,7.0,7.0,6.0,NG,6.0,NG,6.0,7.0,6.0,6.0,NG,6.0
211634,6.0,7.0,NG,6.0,NG,7.0,6.0,NG,NG,8.0,6.0,NG,6.0,NG,NG,6.0,6.0,NG,NG,8.0,7.0,9.0,NG,8.0,NG,8.0,NG,8.0,7.0,6.0,6.0,NG,NG
210976,NG,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,9.0,10.0,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,NG,NG
210510,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,NG,NG
213275,7.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,NG,9.0,6.0,8.0,7.0,NG,8.0,9.0,8.0,10.0,7.0,9.0,9.0,9.0,8.0,10.0,8.0,7.0,9.0,8.0,7.0,9.0,8.0,NG,9.0
212509,6.0,8.0,NG,8.0,NG,8.0,8.0,NG,NG,8.0,6.0,NG,8.0,NG,NG,8.0,7.0,NG,NG,9.0,8.0,8.0,NG,8.0,NG,8.0,NG,8.0,9.0,9.0,7.0,NG,NG
211427,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,NG,NG
211623,9.0,9.0,NG,8.0,NG,9.0,9.0,NG,NG,10.0,7.0,NG,8.0,NG,NG,7.0,8.0,NG,NG,10.0,8.0,8.0,NG,10.0,NG,9.0,NG,8.0,9.0,7.0,8.0,NG,NG
212217,7.0,8.0,NG,7.0,NG,8.0,8.0,NG,NG,8.0,6.0,NG,7.0,NG,NG,8.0,7.0,NG,NG,9.0,8.0,7.0,NG,10.0,NG,8.0,NG,8.0,8.0,7.0,7.0,NG,NG
212403,6.0,7.0,NG,7.0,NG,8.0,6.0,NG,NG,6.0,5.0,NG,5.0,NG,NG,8.0,7.0,NG,NG,8.0,6.0,7.0,NG,7.0,NG,7.0,NG,7.0,7.0,6.0,5.0,NG,NG
212659,6.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,NG,7.0,7.0,7.0,7.0,NG,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,7.0,NG,8.0
212249,6.0,6.0,NG,7.0,NG,8.0,6.0,NG,NG,6.0,6.0,NG,7.0,NG,NG,7.0,6.0,NG,NG,8.0,8.0,8.0,NG,8.0,NG,7.0,NG,6.0,9.0,8.0,7.0,NG,NG
211542,8.0,9.0,NG,8.0,NG,10.0,8.0,NG,NG,10.0,8.0,NG,9.0,NG,NG,7.0,8.0,NG,NG,10.0,9.0,10.0,NG,9.0,NG,10.0,NG,8.0,9.0,9.0,8.0,NG,NG
211471,NG,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,NG,NG
211184,NG,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,NG,NG
211957,7.0,6.0,NG,5.0,NG,7.0,6.0,NG,NG,7.0,4.0,NG,5.0,NG,NG,6.0,6.0,NG,NG,6.0,7.0,6.0,NG,8.0,NG,6.0,NG,7.0,7.0,6.0,5.0,NG,NG
213118,7.0,8.0,7.0,8.0,9.0,9.0,9.0,7.0,NG,8.0,7.0,8.0,8.0,NG,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,8.0,7.0,9.0,10.0,8.0,NG,10.0
213176,6.0,6.0,NG,6.0,NG,7.0,5.0,NG,NG,6.0,6.0,NG,6.0,NG,NG,5.0,6.0,NG,6.0,7.0,8.0,7.0,7.0,7.0,NG,7.0,NG,7.0,7.0,7.0,7.0,NG,6.0
212737,6.0,6.0,NG,6.0,NG,7.0,7.0,NG,NG,6.0,4.0,NG,3.0,NG,NG,6.0,8.0,NG,6.0,NG,6.0,6.0,NG,7.0,NG,5.0,NG,5.0,7.0,6.0,NG,NG,NG
211306,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,8.0,9.0,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,NG,NG
210961,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,6.0,NG,5.0,NG,NG,NG
211296,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,7.0,9.0,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,NG,NG
210858,NG,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,NG,NG
212631,8.0,8.0,7.0,9.0,8.0,9.0,8.0,9.0,NG,6.0,6.0,7.0,5.0,NG,7.0,8.0,10.0,8.0,8.0,6.0,8.0,7.0,7.0,10.0,8.0,7.0,7.0,7.0,9.0,7.0,6.0,NG,10.0
212116,6.0,7.0,NG,7.0,NG,7.0,7.0,NG,NG,7.0,7.0,NG,7.0,NG,NG,7.0,7.0,NG,NG,7.0,8.0,7.0,NG,9.0,NG,8.0,NG,7.0,7.0,7.0,7.0,NG,NG
212300,8.0,8.0,NG,9.0,NG,9.0,8.0,NG,NG,9.0,7.0,NG,10.0,NG,NG,8.0,6.0,NG,NG,10.0,10.0,10.0,NG,10.0,NG,10.0,NG,9.0,9.0,10.0,9.0,NG,NG
213265,8.0,8.0,7.0,6.0,7.0,8.0,8.0,9.0,NG,9.0,7.0,7.0,7.0,NG,5.0,6.0,8.0,7.0,7.0,9.0,8.0,8.0,7.0,10.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,NG,7.0
210983,NG,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,10.0,9.0,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,NG,NG
211705,6.0,6.0,NG,7.0,NG,6.0,8.0,NG,NG,7.0,5.0,NG,5.0,NG,NG,8.0,6.0,NG,NG,7.0,6.0,6.0,NG,9.0,NG,7.0,NG,6.0,7.0,6.0,4.0,NG,NG
210174,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,4.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,NG,NG
211947,7.0,9.0,NG,7.0,NG,8.0,8.0,NG,NG,9.0,6.0,NG,6.0,NG,NG,8.0,9.0,NG,NG,8.0,7.0,6.0,NG,9.0,NG,7.0,NG,7.0,9.0,7.0,5.0,NG,NG
210483,NG,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,NG,NG
211236,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,5.0,5.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,6.0,NG,5.0,NG,NG,NG
210950,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,NG,NG
210500,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,9.0,7.0,NG,NG,NG,7.0,9.0,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,NG,NG
210542,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,NG,NG,NG,NG,NG,5.0,6.0,NG,NG,NG,6.0,7.0,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,NG,NG
210250,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,NG,NG
212086,7.0,7.0,NG,9.0,NG,8.0,8.0,NG,NG,8.0,6.0,NG,6.0,NG,NG,7.0,9.0,NG,NG,7.0,9.0,8.0,NG,9.0,NG,8.0,NG,8.0,9.0,8.0,7.0,NG,NG
212814,6.0,7.0,5.0,6.0,5.0,6.0,7.0,7.0,NG,8.0,4.0,7.0,6.0,NG,4.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,9.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,NG,NG
212104,6.0,6.0,NG,7.0,NG,7.0,6.0,NG,NG,7.0,6.0,NG,7.0,NG,NG,6.0,7.0,NG,NG,8.0,7.0,8.0,NG,9.0,NG,7.0,NG,8.0,8.0,6.0,7.0,NG,NG
213246,6.0,7.0,7.0,9.0,9.0,7.0,8.0,7.0,NG,7.0,6.0,7.0,7.0,NG,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,8.0,7.0,7.0,9.0,8.0,7.0,NG,9.0
212021,8.0,10.0,NG,9.0,NG,9.0,9.0,NG,NG,9.0,7.0,NG,8.0,NG,NG,9.0,9.0,NG,NG,10.0,9.0,9.0,NG,10.0,NG,8.0,NG,8.0,9.0,8.0,7.0,NG,NG
212689,9.0,9.0,8.0,7.0,9.0,9.0,7.0,10.0,NG,9.0,8.0,10.0,8.0,NG,7.0,8.0,7.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,8.0,8.0,10.0,9.0,9.0,8.0,8.0,NG,8.0
212254,7.0,7.0,NG,7.0,NG,6.0,6.0,NG,NG,7.0,6.0,NG,6.0,NG,NG,7.0,6.0,NG,NG,7.0,7.0,7.0,NG,8.0,NG,7.0,NG,7.0,7.0,7.0,7.0,NG,NG
211382,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,6.0,6.0,NG,NG,NG,NG,NG,5.0,NG,5.0,NG,NG,NG
211780,6.0,8.0,NG,6.0,NG,7.0,7.0,NG,NG,6.0,5.0,NG,4.0,NG,NG,6.0,6.0,NG,NG,5.0,6.0,6.0,NG,8.0,NG,5.0,NG,6.0,6.0,6.0,5.0,NG,NG
213213,9.0,8.0,10.0,8.0,10.0,8.0,8.0,10.0,NG,9.0,8.0,9.0,7.0,NG,8.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,8.0,10.0,10.0,8.0,10.0,9.0,8.0,9.0,7.0,NG,10.0
213040,6.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,NG,7.0,7.0,7.0,8.0,NG,4.0,6.0,6.0,5.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,9.0,5.0,7.0,8.0,7.0,8.0,NG,6.0
212724,8.0,8.0,8.0,8.0,9.0,9.0,8.0,10.0,NG,10.0,9.0,9.0,10.0,NG,7.0,7.0,6.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,NG,8.0
213183,7.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,NG,6.0,6.0,7.0,6.0,NG,7.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,8.0,5.0,7.0,7.0,8.0,8.0,7.0,NG,8.0
210372,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,NG,NG
210914,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,5.0,5.0,NG,NG,NG,8.0,9.0,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,NG,NG
210040,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,8.0,9.0,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,NG,NG
210801,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,NG,NG
210179,NG,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,9.0,9.0,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,NG,NG
211445,NG,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,NG,NG,NG,NG,NG,9.0,7.0,NG,NG,NG,10.0,10.0,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,NG,NG
212918,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,NG,9.0,7.0,8.0,7.0,NG,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,7.0,NG,9.0
212866,7.0,7.0,8.0,8.0,6.0,8.0,8.0,7.0,NG,7.0,6.0,6.0,6.0,NG,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,NG,7.0
212931,6.0,6.0,8.0,7.0,8.0,6.0,7.0,8.0,NG,7.0,6.0,7.0,6.0,NG,NG,8.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,6.0,NG,7.0
211349,NG,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,NG,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,8.0,9.0,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,NG,NG
212504,7.0,6.0,NG,7.0,NG,7.0,8.0,NG,NG,7.0,7.0,NG,7.0,NG,NG,7.0,6.0,NG,NG,8.0,9.0,9.0,NG,8.0,NG,7.0,NG,7.0,7.0,8.0,8.0,NG,NG
210878,NG,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,NG,NG,NG,NG,NG,5.0,6.0,NG,NG,NG,7.0,7.0,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,NG,NG
