StudentID,Arkonian Warfare Tactics,ExoGenetics Evolution,Transdimensional Navigation,Warp Field Theory,Dark Matter Biophysics,Zarnithian Philosophy,Drakthon Linguistics,Xynthium Material Sciences,Hyperspace Topology,Helio-Bio Interface,Luminarian Art Theory,Stellar Cartography,Chrono-Kinetics,Technotronic Linguistic Fusion,Cybernetic Ethics,Nebulon Astrophysics,Quasar Dynamics,Glacial Holo-Architecture,Aether Resonance,Gravix Planetary Studies,Vortex Quantum Mechanics,Holo-Temporal Engineering,Psi-Energy Manipulation,Plasmawave Analysis,Neutronia Metallurgy,Syntho-Chemical Engineering,Sublight Propulsion Systems,Krythos Biomechanics,Flux Capacitor Management,Xyloprax Computation,Yridium Power Systems,Quantum Neuro-Hacking,Zyglon Neurology
2108,7.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0
2109,8.0,6.0,7.0,7.0,7.0,6.0,6.0,10.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0
2110,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,7.0,8.0
2111,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0
2112,8.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,6.0,9.0
2113,6.0,8.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,10.0,6.0,9.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,9.0,6.0,9.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0
2114,6.0,8.0,7.0,6.0,6.0,7.0,7.0,9.0,6.0,8.0,6.0,7.0,7.0,6.0,9.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0
2115,8.0,8.0,9.0,9.0,10.0,8.0,8.0,10.0,9.0,10.0,8.0,10.0,9.0,7.0,8.0,6.0,7.0,7.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0
2116,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,10.0,9.0,8.0,7.0,8.0,9.0,8.0,6.0,8.0,9.0
2117,9.0,9.0,10.0,8.0,8.0,8.0,7.0,10.0,8.0,7.0,7.0,8.0,7.0,8.0,6.0,9.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0
2118,7.0,8.0,8.0,7.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0
2119,6.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0
2120,6.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,9.0,9.0,8.0,6.0,8.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0
2121,8.0,9.0,8.0,8.0,8.0,9.0,7.0,10.0,9.0,9.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,7.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0
2122,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0
2123,8.0,9.0,10.0,8.0,8.0,9.0,9.0,10.0,8.0,9.0,7.0,10.0,9.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,9.0,10.0,9.0,10.0,10.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,9.0
2124,7.0,7.0,8.0,9.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,9.0
2125,6.0,8.0,8.0,7.0,7.0,8.0,7.0,9.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0
2126,6.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0
2127,6.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,9.0,8.0,8.0,9.0,7.0,9.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0
2128,8.0,7.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,7.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0,7.0,9.0,10.0,10.0,8.0,10.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0
2129,6.0,9.0,7.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,6.0,8.0
2130,8.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,7.0,7.0,6.0,8.0
2131,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0
2132,8.0,9.0,9.0,8.0,9.0,8.0,7.0,10.0,8.0,9.0,7.0,9.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0
2133,7.0,8.0,8.0,9.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,8.0,8.0,9.0,7.0,8.0,10.0
2134,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0
2135,7.0,8.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0
2136,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,10.0,7.0,9.0,7.0,7.0,9.0,9.0,8.0,7.0,9.0
2137,6.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0
2138,7.0,8.0,8.0,9.0,10.0,8.0,9.0,10.0,7.0,8.0,6.0,8.0,7.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,6.0,10.0,9.0,8.0,8.0,7.0,9.0,9.0,6.0,6.0,10.0
2139,6.0,8.0,7.0,8.0,8.0,9.0,7.0,6.0,9.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,9.0,9.0,7.0,9.0,6.0,7.0,10.0,8.0,9.0,8.0,8.0
2140,7.0,6.0,7.0,7.0,8.0,7.0,7.0,9.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,6.0,7.0,7.0,6.0,9.0,9.0,8.0,9.0,8.0,6.0,7.0,7.0,6.0,6.0,8.0
2141,8.0,7.0,8.0,7.0,8.0,7.0,7.0,10.0,7.0,9.0,7.0,8.0,6.0,8.0,7.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0
2142,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,9.0,8.0,7.0,7.0,7.0,9.0,8.0,6.0,6.0,8.0
2143,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,7.0,7.0,6.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,6.0,9.0,8.0,8.0,9.0,8.0,6.0,8.0,6.0,9.0,9.0,7.0,7.0,9.0
2144,8.0,9.0,8.0,8.0,7.0,8.0,8.0,10.0,7.0,10.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,9.0,8.0,8.0,10.0,10.0,9.0,9.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0
2145,6.0,8.0,6.0,8.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,7.0,9.0,7.0,8.0,7.0,6.0,6.0,7.0,9.0,7.0,6.0,6.0,7.0,9.0,7.0,6.0,7.0,9.0
2146,6.0,6.0,7.0,6.0,7.0,6.0,6.0,9.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0
2147,6.0,8.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,9.0,7.0,8.0,7.0,8.0,7.0,6.0,6.0,6.0,7.0,9.0,7.0,6.0,10.0,8.0,7.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0
2148,8.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0
2149,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,9.0,7.0,6.0,6.0,6.0,8.0,7.0,7.0,6.0,9.0
2150,8.0,8.0,9.0,8.0,7.0,7.0,6.0,9.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,9.0,7.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0
2151,6.0,7.0,7.0,9.0,8.0,9.0,8.0,7.0,8.0,7.0,7.0,9.0,8.0,7.0,9.0,9.0,8.0,7.0,9.0,9.0,8.0,8.0,10.0,9.0,7.0,10.0,7.0,8.0,10.0,8.0,8.0,7.0,10.0
2152,7.0,7.0,8.0,6.0,9.0,7.0,6.0,9.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,9.0,8.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0
2153,7.0,6.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,10.0,9.0,7.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,8.0,10.0,9.0,8.0,10.0,10.0,8.0,9.0,9.0
2154,6.0,9.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,10.0,8.0,9.0,10.0,9.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0
2155,7.0,7.0,8.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,9.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0
2156,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,7.0,7.0,8.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0
2157,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,8.0,10.0,8.0,8.0,6.0,8.0,8.0,8.0,9.0,9.0,6.0,6.0,8.0,9.0,8.0,8.0,7.0,9.0
2158,6.0,7.0,7.0,7.0,9.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,6.0,9.0,7.0,6.0,6.0,9.0
2159,7.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,10.0,10.0,9.0,9.0,10.0,10.0,8.0,10.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0
2160,6.0,6.0,8.0,6.0,9.0,6.0,8.0,9.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,7.0,9.0,8.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0
2161,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0
2162,7.0,7.0,8.0,7.0,8.0,8.0,7.0,9.0,8.0,9.0,7.0,9.0,8.0,6.0,6.0,7.0,6.0,7.0,7.0,10.0,8.0,10.0,10.0,10.0,7.0,10.0,8.0,7.0,8.0,9.0,7.0,7.0,7.0
2163,6.0,7.0,6.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,9.0,7.0,8.0,7.0,7.0,9.0,9.0,7.0,7.0,9.0
2164,9.0,9.0,9.0,8.0,9.0,9.0,8.0,10.0,10.0,10.0,8.0,10.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,7.0,10.0
2165,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,7.0,7.0,8.0
2166,7.0,7.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,10.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,8.0,9.0,10.0,8.0,8.0,9.0
2167,8.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0
2168,7.0,6.0,9.0,9.0,10.0,9.0,7.0,9.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,10.0,8.0,9.0,10.0,9.0,8.0,10.0
2169,6.0,7.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0
2170,6.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0
2171,6.0,7.0,7.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0
2172,7.0,9.0,8.0,8.0,9.0,9.0,7.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0
2173,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,6.0,8.0
2174,7.0,6.0,8.0,6.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,9.0,7.0,7.0,8.0
2175,6.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,8.0,7.0,9.0,9.0,8.0,7.0,7.0,6.0,7.0,7.0,10.0,8.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,9.0
2176,8.0,8.0,10.0,8.0,9.0,9.0,9.0,10.0,7.0,8.0,7.0,8.0,7.0,9.0,7.0,8.0,9.0,9.0,7.0,9.0,9.0,8.0,8.0,10.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,6.0,9.0
2177,6.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,9.0,7.0,6.0,6.0,7.0
2178,9.0,9.0,9.0,9.0,8.0,10.0,10.0,10.0,8.0,9.0,7.0,9.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,10.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,8.0,7.0,7.0,10.0
2179,7.0,7.0,8.0,7.0,9.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,9.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0
2180,7.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,7.0,9.0,8.0,9.0,8.0,8.0,8.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,7.0,10.0
2181,8.0,8.0,8.0,8.0,9.0,8.0,9.0,10.0,7.0,7.0,7.0,8.0,6.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,7.0,7.0,10.0,9.0,6.0,8.0,8.0,10.0,8.0,7.0,7.0,10.0
2182,8.0,7.0,7.0,7.0,7.0,6.0,7.0,10.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0
2183,7.0,6.0,9.0,7.0,9.0,8.0,6.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,9.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0
2184,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,8.0,10.0,9.0,10.0,8.0,9.0,8.0,10.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
2185,8.0,7.0,8.0,8.0,9.0,9.0,7.0,9.0,8.0,7.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0
2186,7.0,6.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0
2187,7.0,6.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0
2188,8.0,7.0,9.0,9.0,10.0,8.0,9.0,10.0,7.0,6.0,7.0,8.0,7.0,9.0,10.0,10.0,8.0,9.0,8.0,8.0,10.0,9.0,7.0,10.0,8.0,6.0,9.0,7.0,9.0,10.0,7.0,7.0,9.0
2189,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
2190,8.0,8.0,9.0,8.0,8.0,10.0,8.0,9.0,9.0,10.0,8.0,10.0,10.0,7.0,7.0,7.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0
2191,7.0,6.0,8.0,7.0,9.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0
2192,8.0,7.0,10.0,8.0,10.0,9.0,8.0,10.0,8.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,8.0,8.0,10.0,7.0,8.0,8.0
2193,7.0,8.0,8.0,9.0,7.0,8.0,9.0,8.0,7.0,9.0,6.0,7.0,6.0,8.0,7.0,8.0,10.0,8.0,9.0,7.0,9.0,7.0,7.0,10.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,9.0
2194,8.0,9.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,8.0,10.0,7.0,9.0,9.0,8.0,7.0,7.0,8.0
2195,7.0,9.0,7.0,9.0,7.0,10.0,8.0,9.0,8.0,9.0,7.0,8.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,9.0
2196,6.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0
2197,7.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,10.0,8.0,7.0,9.0,8.0,9.0,9.0,7.0,8.0,9.0
2198,6.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,6.0,9.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,7.0,9.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0
2199,8.0,9.0,9.0,8.0,10.0,9.0,8.0,10.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,9.0,7.0,9.0,8.0,10.0,10.0,10.0,9.0,10.0,8.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,9.0
2200,7.0,10.0,8.0,9.0,9.0,9.0,8.0,10.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,7.0,9.0
2201,7.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0
2202,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0
2203,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0
2204,8.0,8.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,7.0,9.0,9.0,7.0,6.0,7.0,7.0,6.0,10.0,8.0,6.0,7.0,6.0,9.0,7.0,6.0,6.0,9.0
2205,6.0,7.0,9.0,9.0,9.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,10.0
2206,8.0,10.0,7.0,8.0,7.0,9.0,8.0,9.0,7.0,7.0,7.0,8.0,6.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,10.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0
2207,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,8.0
